"","x"
"4831",6
"4832",5
"4833",3
"4834",5
"4835",3
"4836",6
"4837",3
"4838",3
"4839",1
"4840",3
"4841",6
"4842",5
"4843",6
"4844",3
"4845",4
"4846",4
"4847",5
"4848",2
"4849",6
"4850",1
"4851",1
"4852",2
"4853",5
"4854",6
"4855",6
"4856",6
"4857",4
"4858",3
"4859",6
"4860",5
"4861",5
"4862",2
"4863",2
"4864",6
"4865",1
"4866",3
"4867",1
"4868",2
"4869",3
"4870",6
"4871",2
"4872",6
"4873",1
"4874",2
"4875",5
"4876",2
"4877",5
"4878",4
"4879",1
"4880",3
"4881",5
"4882",2
"4883",5
"4884",6
"4885",6
"4886",1
"4887",2
"4888",4
"4889",1
"4890",1
"4891",1
"4892",5
"4893",2
"4894",2
"4895",4
"4896",3
"4897",5
"4898",1
"4899",5
"4900",5
"4901",4
"4902",6
"4903",2
"4904",4
"4905",5
"4906",3
"4907",6
"4908",5
"4909",4
"4910",4
"4911",5
"4912",5
"4913",2
"4914",2
"4915",2
"4916",4
"4917",3
"4918",4
"4919",5
"4920",1
"4921",5
"4922",4
"4923",1
"4924",6
"4925",2
"4926",2
"4927",2
"4928",1
"4929",1
"4930",2
"4931",5
"4932",2
"4933",5
"4934",1
"4935",1
"4936",3
"4937",2
"4938",2
"4939",6
"4940",5
"4941",5
"4942",1
"4943",5
"4944",3
"4945",3
"4946",6
"4947",6
"4948",1
"4949",4
"4950",6
"4951",2
"4952",3
"4953",3
"4954",6
"4955",4
"4956",4
"4957",5
"4958",4
"4959",4
"4960",4
"4961",6
"4962",6
"4963",4
"4964",6
"4965",2
"4966",6
"4967",2
"4968",1
"4969",6
"4970",6
"4971",6
"4972",1
"4973",4
"4974",2
"4975",3
"4976",6
"4977",6
"4978",5
"4979",6
"4980",1
"4981",4
"4982",5
"4983",5
"4984",6
"4985",5
"4986",2
"4987",3
"4988",1
"4989",5
"4990",5
"4991",5
"4992",3
"4993",6
"4994",5
"4995",1
"4996",6
"4997",2
"4998",5
"4999",1
"5000",6
"5001",1
"5002",5
"5003",2
"5004",1
"5005",1
"5006",3
"5007",3
"5008",2
"5009",6
"5010",5
"5011",2
"5012",5
"5013",5
"5014",3
"5015",2
"5016",6
"5017",4
"5018",3
"5019",2
"5020",1
"5021",2
"5022",3
"5023",3
"5024",5
"5025",2
"5026",1
"5027",3
"5028",2
"5029",5
"5030",1
"5031",5
"5032",2
"5033",5
"5034",4
"5035",5
"5036",5
"5037",2
"5038",6
"5039",5
"5040",1
"5041",4
"5042",2
"5043",1
"5044",4
"5045",1
"5046",6
"5047",2
"5048",2
"5049",1
"5050",4
"5051",1
"5052",3
"5053",4
"5054",1
"5055",6
"5056",5
"5057",6
"5058",4
"5059",4
"5060",2
"5061",5
"5062",2
"5063",4
"5064",5
"5065",2
"5066",3
"5067",3
"5068",4
"5069",1
"5070",3
"5071",2
"5072",6
"5073",6
"5074",6
"5075",4
"5076",6
"5077",5
"5078",4
"5079",1
"5080",1
"5081",3
"5082",1
"5083",5
"5084",6
"5085",4
"5086",4
"5087",5
"5088",4
"5089",1
"5090",6
"5091",5
"5092",3
"5093",1
"5094",6
"5095",1
"5096",4
"5097",3
"5098",3
"5099",3
"5100",3
"5101",6
"5102",4
"5103",2
"5104",2
"5105",1
"5106",1
"5107",4
"5108",2
"5109",5
"5110",1
"5111",5
"5112",1
"5113",4
"5114",6
"5115",3
"5116",5
"5117",6
"5118",5
"5119",1
"5120",3
"5121",4
"5122",2
"5123",6
"5124",1
"5125",1
"5126",3
"5127",3
"5128",4
"5129",4
"5130",4
"5131",2
"5132",2
"5133",5
"5134",5
"5135",5
"5136",1
"5137",2
"5138",3
"5139",2
"5140",6
"5141",6
"5142",2
"5143",6
"5144",2
"5145",6
"5146",3
"5147",1
"5148",5
"5149",5
"5150",3
"5151",6
"5152",2
"5153",1
"5154",1
"5155",5
"5156",2
"5157",1
"5158",2
"5159",6
"5160",5
"5161",5
"5162",6
"5163",1
"5164",4
"5165",1
"5166",6
"5167",2
"5168",5
"5169",1
"5170",2
"5171",1
"5172",6
"5173",6
"5174",6
"5175",6
"5176",6
"5177",2
"5178",6
"5179",4
"5180",3
"5181",3
"5182",2
"5183",3
"5184",6
"5185",1
"5186",5
"5187",2
"5188",6
"5189",1
"5190",1
"5191",1
"5192",5
"5193",2
"5194",2
"5195",6
"5196",4
"5197",5
"5198",3
"5199",5
"5200",4
"5201",3
"5202",1
"5203",2
"5204",5
"5205",3
"5206",4
"5207",5
"5208",1
"5209",2
"5210",2
"5211",6
"5212",3
"5213",1
"5214",4
"5215",1
"5216",5
"5217",3
"5218",2
"5219",3
"5220",3
"5221",2
"5222",3
"5223",3
"5224",2
"5225",2
"5226",2
"5227",5
"5228",4
"5229",1
"5230",5
"5231",1
"5232",6
"5233",1
"5234",2
"5235",4
"5236",2
"5237",2
"5238",1
"5239",1
"5240",2
"5241",3
"5242",2
"5243",3
"5244",3
"5245",1
"5246",1
"5247",1
"5248",3
"5249",2
"5250",4
"5251",4
"5252",6
"5253",4
"5254",2
"5255",2
"5256",3
"5257",3
"5258",2
"5259",6
"5260",6
"5261",1
"5262",3
"5263",2
"5264",5
"5265",1
"5266",1
"5267",2
"5268",3
"5269",6
"5270",3
"5271",5
"5272",1
"5273",1
"5274",2
"5275",6
"5276",3
"5277",5
"5278",3
"5279",1
"5280",1
"5281",2
"5282",2
"5283",2
"5284",3
"5285",6
"5286",5
"5287",2
"5288",5
"5289",4
"5290",6
"5291",5
"5292",5
"5293",1
"5294",3
"5295",3
"5296",3
"5297",6
"5298",6
"5299",4
"5300",2
"5301",5
"5302",3
"5303",3
"5304",2
"5305",4
"5306",3
"5307",1
"5308",5
"5309",5
"5310",2
"5311",3
"5312",4
"5313",6
"5314",1
"5315",5
"5316",4
"5317",6
"5318",6
"5319",5
"5320",3
"5321",4
"5322",2
"5323",5
"5324",2
"5325",5
"5326",6
"5327",2
"5328",3
"5329",4
"5330",4
"5331",2
"5332",2
"5333",6
"5334",4
"5335",6
"5336",6
"5337",1
"5338",2
"5339",1
"5340",6
"5341",6
"5342",1
"5343",6
"5344",1
"5345",6
"5346",4
"5347",4
"5348",5
"5349",1
"5350",3
"5351",2
"5352",5
"5353",6
"5354",1
"5355",2
"5356",5
"5357",3
"5358",1
"5359",3
"5360",2
"5361",4
"5362",6
"5363",3
"5364",4
"5365",1
"5366",6
"5367",1
"5368",5
"5369",4
"5370",3
"5371",3
"5372",5
"5373",1
"5374",3
"5375",3
"5376",6
"5377",6
"5378",3
"5379",6
"5380",2
"5381",2
"5382",5
"5383",3
"5384",3
"5385",1
"5386",6
"5387",4
"5388",5
"5389",6
"5390",2
"5391",1
"5392",3
"5393",4
"5394",2
"5395",2
"5396",6
"5397",5
"5398",4
"5399",2
"5400",2
"5401",4
"5402",5
"5403",6
"5404",1
"5405",6
"5406",4
"5407",3
"5408",3
"5409",5
"5410",5
"5411",5
"5412",2
"5413",6
"5414",1
"5415",4
"5416",4
"5417",3
"5418",1
"5419",4
"5420",4
"5421",4
"5422",5
"5423",3
"5424",3
"5425",4
"5426",2
"5427",4
"5428",2
"5429",3
"5430",1
"5431",6
"5432",1
"5433",3
"5434",2
"5435",2
"5436",3
"5437",1
"5438",2
"5439",3
"5440",4
"5441",1
"5442",2
"5443",5
"5444",5
"5445",2
"5446",1
"5447",2
"5448",3
"5449",6
"5450",4
"5451",1
"5452",4
"5453",3
"5454",2
"5455",1
"5456",4
"5457",1
"5458",4
"5459",5
"5460",6
"5461",1
"5462",4
"5463",1
"5464",3
"5465",6
"5466",1
"5467",1
"5468",2
"5469",3
"5470",6
"5471",1
"5472",2
"5473",1
"5474",2
"5475",2
"5476",6
"5477",3
"5478",4
"5479",4
"5480",2
"5481",3
"5482",1
"5483",4
"5484",3
"5485",1
"5486",6
"5487",5
"5488",4
"5489",5
"5490",6
"5491",1
"5492",6
"5493",2
"5494",5
"5495",3
"5496",5
"5497",3
"5498",6
"5499",3
"5500",4
"5501",5
"5502",5
"5503",3
"5504",4
"5505",2
"5506",6
"5507",2
"5508",5
"5509",5
"5510",3
"5511",1
"5512",6
"5513",1
"5514",4
"5515",3
"5516",5
"5517",1
"5518",3
"5519",4
"5520",1
"5521",1
"5522",6
"5523",2
"5524",6
"5525",3
"5526",1
"5527",1
"5528",4
"5529",3
"5530",2
"5531",1
"5532",5
"5533",2
"5534",4
"5535",6
"5536",5
"5537",1
"5538",6
"5539",4
"5540",1
"5541",2
"5542",5
"5543",5
"5544",5
"5545",6
"5546",1
"5547",6
"5548",5
"5549",6
"5550",6
"5551",2
"5552",2
"5553",2
"5554",4
"5555",5
"5556",2
"5557",1
"5558",1
"5559",2
"5560",4
"5561",2
"5562",4
"5563",2
"5564",4
"5565",3
"5566",6
"5567",4
"5568",5
"5569",2
"5570",4
"5571",3
"5572",5
"5573",4
"5574",3
"5575",2
"5576",1
"5577",6
"5578",3
"5579",1
"5580",2
"5581",2
"5582",2
"5583",4
"5584",1
"5585",3
"5586",3
"5587",5
"5588",2
"5589",5
"5590",4
"5591",3
"5592",6
"5593",4
"5594",3
"5595",3
"5596",6
"5597",4
"5598",4
"5599",3
"5600",6
"5601",4
"5602",2
"5603",4
"5604",2
"5605",5
"5606",2
"5607",5
"5608",5
"5609",1
"5610",6
"5611",5
"5612",3
"5613",5
"5614",4
"5615",5
"5616",1
"5617",4
"5618",6
"5619",5
"5620",3
"5621",2
"5622",1
"5623",4
"5624",6
"5625",3
"5626",1
"5627",4
"5628",4
"5629",4
"5630",2
"5631",1
"5632",2
"5633",4
"5634",4
"5635",4
"5636",2
"5637",1
"5638",3
"5639",5
"5640",5
"5641",4
"5642",5
"5643",6
"5644",5
"5645",1
"5646",3
"5647",4
"5648",5
"5649",4
"5650",2
"5651",3
"5652",4
"5653",6
"5654",6
"5655",3
"5656",2
"5657",2
"5658",6
"5659",2
"5660",2
"5661",2
"5662",2
"5663",1
"5664",4
"5665",2
"5666",6
"5667",4
"5668",3
"5669",2
"5670",3
"5671",3
"5672",3
"5673",3
"5674",2
"5675",2
"5676",4
"5677",6
"5678",4
"5679",3
"5680",3
"5681",2
"5682",1
"5683",6
"5684",6
"5685",6
"5686",4
"5687",4
"5688",4
"5689",3
"5690",4
"5691",2
"5692",4
"5693",2
"5694",3
"5695",1
"5696",1
"5697",1
"5698",1
"5699",6
"5700",6
"5701",2
"5702",2
"5703",3
"5704",5
"5705",2
"5706",5
"5707",1
"5708",5
"5709",2
"5710",5
"5711",6
"5712",3
"5713",1
"5714",3
"5715",5
"5716",2
"5717",6
"5718",6
"5719",5
"5720",4
"5721",1
"5722",6
"5723",1
"5724",2
"5725",4
"5726",2
"5727",6
"5728",1
"5729",5
"5730",3
"5731",1
"5732",6
"5733",2
"5734",1
"5735",1
"5736",4
"5737",1
"5738",5
"5739",5
"5740",3
"5741",3
"5742",4
"5743",1
"5744",5
"5745",3
"5746",6
"5747",3
"5748",3
"5749",6
"5750",4
"5751",5
"5752",2
"5753",4
"5754",3
"5755",5
"5756",1
"5757",2
"5758",2
"5759",6
"5760",5
"5761",1
"5762",5
"5763",5
"5764",3
"5765",5
"5766",5
"5767",6
"5768",3
"5769",2
"5770",3
"5771",3
"5772",5
"5773",5
"5774",6
"5775",6
"5776",6
"5777",4
"5778",2
"5779",5
"5780",4
"5781",4
"5782",3
"5783",6
"5784",3
"5785",5
"5786",6
"5787",3
"5788",1
"5789",3
"5790",1
"5791",5
"5792",5
"5793",2
"5794",4
"5795",1
"5796",5
"5797",3
"5798",5
"5799",2
"5800",3
"5801",1
"5802",6
"5803",3
"5804",6
"5805",4
"5806",3
"5807",6
"5808",1
"5809",1
"5810",6
"5811",5
"5812",6
"5813",6
"5814",4
"5815",3
"5816",3
"5817",1
"5818",6
"5819",2
"5820",5
"5821",2
"5822",5
"5823",2
"5824",4
"5825",2
"5826",4
"5827",5
"5828",6
"5829",5
"5830",1
"5831",4
"5832",5
"5833",4
"5834",5
"5835",5
"5836",1
"5837",5
"5838",2
"5839",1
"5840",4
"5841",4
"5842",4
"5843",1
"5844",2
"5845",4
"5846",2
"5847",2
"5848",2
"5849",5
"5850",1
"5851",1
"5852",1
"5853",2
"5854",3
"5855",1
"5856",4
"5857",1
"5858",3
"5859",6
"5860",6
"5861",6
"5862",5
"5863",6
"5864",2
"5865",2
"5866",5
"5867",3
"5868",2
"5869",5
"5870",6
"5871",3
"5872",6
"5873",4
"5874",2
"5875",4
"5876",5
"5877",3
"5878",6
"5879",3
"5880",6
"5881",5
"5882",6
"5883",3
"5884",2
"5885",6
"5886",1
"5887",5
"5888",1
"5889",3
"5890",4
"5891",2
"5892",6
"5893",1
"5894",6
"5895",1
"5896",5
"5897",4
"5898",4
"5899",4
"5900",4
"5901",2
"5902",6
"5903",6
"5904",6
"5905",5
"5906",4
"5907",2
"5908",2
"5909",1
"5910",3
"5911",5
"5912",4
"5913",5
"5914",2
"5915",4
"5916",6
"5917",4
"5918",2
"5919",6
"5920",6
"5921",6
"5922",1
"5923",5
"5924",4
"5925",1
"5926",4
"5927",1
"5928",4
"5929",4
"5930",6
"5931",1
"5932",3
"5933",3
"5934",4
"5935",5
"5936",3
"5937",2
"5938",4
"5939",1
"5940",6
"5941",2
"5942",3
"5943",2
"5944",3
"5945",5
"5946",1
"5947",5
"5948",5
"5949",3
"5950",4
"5951",2
"5952",6
"5953",4
"5954",1
"5955",3
"5956",2
"5957",2
"5958",5
"5959",5
"5960",3
"5961",5
"5962",1
"5963",4
"5964",5
"5965",6
"5966",2
"5967",1
"5968",5
"5969",2
"5970",1
"5971",3
"5972",2
"5973",5
"5974",2
"5975",2
"5976",6
"5977",2
"5978",2
"5979",4
"5980",6
"5981",3
"5982",5
"5983",6
"5984",4
"5985",3
"5986",1
"5987",5
"5988",2
"5989",4
"5990",5
"5991",4
"5992",1
"5993",5
"5994",1
"5995",3
"5996",1
"5997",3
"5998",1
"5999",6
"6000",2
"6001",5
"6002",3
"6003",6
"6004",4
"6005",2
"6006",6
"6007",1
"6008",3
"6009",4
"6010",2
"6011",2
"6012",1
"6013",1
"6014",3
"6015",1
"6016",1
"6017",2
"6018",5
"6019",4
"6020",1
"6021",1
"6022",6
"6023",6
"6024",5
"6025",4
"6026",5
"6027",3
"6028",5
"6029",1
"6030",5
"6031",2
"6032",4
"6033",2
"6034",2
"6035",2
"6036",5
"6037",1
"6038",6
"6039",6
"6040",5
"6041",6
"6042",3
"6043",6
"6044",3
"6045",6
"6046",6
"6047",1
"6048",5
"6049",3
"6050",5
"6051",2
"6052",2
"6053",1
"6054",4
"6055",2
"6056",2
"6057",6
"6058",4
"6059",2
"6060",1
"6061",1
"6062",6
"6063",5
"6064",3
"6065",5
"6066",4
"6067",4
"6068",3
"6069",4
"6070",4
"6071",5
"6072",4
"6073",6
"6074",1
"6075",4
"6076",5
"6077",5
"6078",3
"6079",1
"6080",6
"6081",1
"6082",6
"6083",5
"6084",6
"6085",5
"6086",6
"6087",4
"6088",2
"6089",2
"6090",6
"6091",2
"6092",3
"6093",1
"6094",2
"6095",4
"6096",5
"6097",3
"6098",1
"6099",4
"6100",4
"6101",1
"6102",4
"6103",4
"6104",4
"6105",4
"6106",6
"6107",5
"6108",4
"6109",2
"6110",4
"6111",1
"6112",3
"6113",6
"6114",3
"6115",2
"6116",3
"6117",1
"6118",1
"6119",4
"6120",2
"6121",5
"6122",4
"6123",4
"6124",6
"6125",1
"6126",6
"6127",1
"6128",5
"6129",5
"6130",2
"6131",3
"6132",6
"6133",1
"6134",5
"6135",5
"6136",3
"6137",6
"6138",4
"6139",6
"6140",3
"6141",1
"6142",3
"6143",5
"6144",1
"6145",6
"6146",2
"6147",5
"6148",1
"6149",1
"6150",4
"6151",5
"6152",1
"6153",1
"6154",6
"6155",3
"6156",6
"6157",6
"6158",2
"6159",6
"6160",1
"6161",2
"6162",5
"6163",3
"6164",3
"6165",2
"6166",6
"6167",1
"6168",4
"6169",3
"6170",2
"6171",5
"6172",5
"6173",3
"6174",6
"6175",5
"6176",1
"6177",2
"6178",3
"6179",2
"6180",4
"6181",4
"6182",6
"6183",3
"6184",6
"6185",5
"6186",2
"6187",3
"6188",5
"6189",5
"6190",4
"6191",3
"6192",6
"6193",5
"6194",2
"6195",6
"6196",2
"6197",3
"6198",6
"6199",6
"6200",2
"6201",2
"6202",5
"6203",3
"6204",6
"6205",2
"6206",3
"6207",3
"6208",5
"6209",6
"6210",3
"6211",2
"6212",1
"6213",2
"6214",5
"6215",4
"6216",6
"6217",4
"6218",3
"6219",4
"6220",2
"6221",2
"6222",1
"6223",3
"6224",4
"6225",5
"6226",3
"6227",3
"6228",1
"6229",6
"6230",3
"6231",4
"6232",6
"6233",1
"6234",1
"6235",6
"6236",2
"6237",5
"6238",3
"6239",2
"6240",6
"6241",5
"6242",1
"6243",5
"6244",5
"6245",4
"6246",1
"6247",5
"6248",5
"6249",2
"6250",1
"6251",1
"6252",5
"6253",5
"6254",6
"6255",3
"6256",2
"6257",6
"6258",2
"6259",5
"6260",4
"6261",5
"6262",3
"6263",6
"6264",6
"6265",5
"6266",6
"6267",4
"6268",1
"6269",5
"6270",2
"6271",5
"6272",3
"6273",1
"6274",2
"6275",1
"6276",4
"6277",1
"6278",1
"6279",5
"6280",2
"6281",1
"6282",6
"6283",5
"6284",1
"6285",2
"6286",1
"6287",1
"6288",4
"6289",4
"6290",4
"6291",4
"6292",6
"6293",1
"6294",4
"6295",6
"6296",1
"6297",5
"6298",4
"6299",3
"6300",3
"6301",6
"6302",5
"6303",1
"6304",2
"6305",6
"6306",2
"6307",5
"6308",1
"6309",1
"6310",3
"6311",6
"6312",5
"6313",4
"6314",4
"6315",5
"6316",5
"6317",5
"6318",5
"6319",2
"6320",1
"6321",3
"6322",6
"6323",4
"6324",2
"6325",4
"6326",4
"6327",1
"6328",3
"6329",2
"6330",6
"6331",3
"6332",6
"6333",5
"6334",6
"6335",1
"6336",3
"6337",6
"6338",5
"6339",4
"6340",1
"6341",4
"6342",3
"6343",6
"6344",3
"6345",2
"6346",2
"6347",1
"6348",3
"6349",3
"6350",5
"6351",3
"6352",5
"6353",4
"6354",1
"6355",3
"6356",3
"6357",3
"6358",1
"6359",4
"6360",5
"6361",5
"6362",3
"6363",6
"6364",2
"6365",2
"6366",4
"6367",5
"6368",1
"6369",5
"6370",3
"6371",3
"6372",3
"6373",2
"6374",6
"6375",6
"6376",6
"6377",4
"6378",1
"6379",1
"6380",3
"6381",2
"6382",2
"6383",2
"6384",4
"6385",6
"6386",1
"6387",6
"6388",6
"6389",2
"6390",1
"6391",5
"6392",5
"6393",6
"6394",5
"6395",3
"6396",5
"6397",5
"6398",6
"6399",1
"6400",2
"6401",6
"6402",4
"6403",6
"6404",3
"6405",4
"6406",6
"6407",5
"6408",2
"6409",2
"6410",3
"6411",3
"6412",4
"6413",5
"6414",2
"6415",1
"6416",1
"6417",6
"6418",6
"6419",1
"6420",3
"6421",1
"6422",4
"6423",3
"6424",5
"6425",2
"6426",1
"6427",6
"6428",1
"6429",6
"6430",5
"6431",2
"6432",1
"6433",5
"6434",1
"6435",4
"6436",5
"6437",6
"6438",2
"6439",1
"6440",2
"6441",3
"6442",4
"6443",3
"6444",2
"6445",3
"6446",6
"6447",3
"6448",2
"6449",6
"6450",1
"6451",4
"6452",5
"6453",2
"6454",4
"6455",6
"6456",5
"6457",5
"6458",5
"6459",3
"6460",3
"6461",6
"6462",2
"6463",3
"6464",3
"6465",1
"6466",3
"6467",6
"6468",6
"6469",2
"6470",1
"6471",2
"6472",5
"6473",1
"6474",3
"6475",5
"6476",4
"6477",6
"6478",4
"6479",6
"6480",5
"6481",1
"6482",1
"6483",2
"6484",2
"6485",1
"6486",4
"6487",1
"6488",3
"6489",6
"6490",3
"6491",3
"6492",2
"6493",6
"6494",1
"6495",2
"6496",4
"6497",3
"6498",6
"6499",4
"6500",5
"6501",4
"6502",1
"6503",5
"6504",1
"6505",2
"6506",3
"6507",3
"6508",1
"6509",5
"6510",3
"6511",3
"6512",4
"6513",1
"6514",1
"6515",3
"6516",2
"6517",2
"6518",5
"6519",2
"6520",1
"6521",2
"6522",5
"6523",6
"6524",2
"6525",4
"6526",4
"6527",3
"6528",2
"6529",6
"6530",4
"6531",5
"6532",5
"6533",5
"6534",3
"6535",3
"6536",4
"6537",6
"6538",2
"6539",2
"6540",1
"6541",3
"6542",5
"6543",4
"6544",5
"6545",5
"6546",4
"6547",2
"6548",1
"6549",2
"6550",3
"6551",4
"6552",1
"6553",2
"6554",2
"6555",5
"6556",3
"6557",1
"6558",6
"6559",2
"6560",4
"6561",6
"6562",6
"6563",6
"6564",5
"6565",4
"6566",1
"6567",2
"6568",4
"6569",3
"6570",2
"6571",1
"6572",4
"6573",6
"6574",5
"6575",5
"6576",6
"6577",6
"6578",3
"6579",5
"6580",6
"6581",6
"6582",5
"6583",2
"6584",6
"6585",4
"6586",6
"6587",1
"6588",2
"6589",5
"6590",5
"6591",3
"6592",6
"6593",5
"6594",1
"6595",1
"6596",2
"6597",6
"6598",1
"6599",5
"6600",6
"6601",4
"6602",2
"6603",4
"6604",4
"6605",1
"6606",3
"6607",4
"6608",6
"6609",3
"6610",4
"6611",2
"6612",5
"6613",4
"6614",5
"6615",1
"6616",2
"6617",5
"6618",5
"6619",4
"6620",2
"6621",4
"6622",5
"6623",6
"6624",3
"6625",4
"6626",4
"6627",1
"6628",4
"6629",1
"6630",1
"6631",4
"6632",6
"6633",2
"6634",4
"6635",1
"6636",6
"6637",6
"6638",2
"6639",5
"6640",3
"6641",2
"6642",4
"6643",2
"6644",5
"6645",5
"6646",6
"6647",6
"6648",1
"6649",4
"6650",2
"6651",3
"6652",2
"6653",2
"6654",5
"6655",5
"6656",2
"6657",3
"6658",3
"6659",2
"6660",1
"6661",5
"6662",6
"6663",3
"6664",4
"6665",5
"6666",2
"6667",2
"6668",6
"6669",3
"6670",6
"6671",6
"6672",2
"6673",5
"6674",2
"6675",3
"6676",6
"6677",2
"6678",3
"6679",3
"6680",1
"6681",5
"6682",3
"6683",1
"6684",6
"6685",3
"6686",5
"6687",5
"6688",5
"6689",3
"6690",3
"6691",5
"6692",4
"6693",6
"6694",3
"6695",6
"6696",3
"6697",5
"6698",6
"6699",3
"6700",6
"6701",5
"6702",4
"6703",4
"6704",2
"6705",4
"6706",5
"6707",5
"6708",5
"6709",3
"6710",3
"6711",4
"6712",3
"6713",6
"6714",6
"6715",4
"6716",3
"6717",2
"6718",6
"6719",1
"6720",1
"6721",1
"6722",4
"6723",4
"6724",2
"6725",1
"6726",2
"6727",3
"6728",4
"6729",6
"6730",3
"6731",4
"6732",6
"6733",4
"6734",2
"6735",5
"6736",5
"6737",1
"6738",5
"6739",5
"6740",5
"6741",4
"6742",4
"6743",1
"6744",1
"6745",5
"6746",5
"6747",2
"6748",5
"6749",2
"6750",2
"6751",2
"6752",4
"6753",2
"6754",1
"6755",6
"6756",4
"6757",1
"6758",6
"6759",4
"6760",5
"6761",1
"6762",2
"6763",4
"6764",1
"6765",3
"6766",2
"6767",1
"6768",5
"6769",3
"6770",5
"6771",5
"6772",5
"6773",4
"6774",4
"6775",1
"6776",1
"6777",1
"6778",6
"6779",4
"6780",4
"6781",3
"6782",4
"6783",1
"6784",1
"6785",1
"6786",1
"6787",6
"6788",2
"6789",6
"6790",6
"6791",3
"6792",4
"6793",5
"6794",4
"6795",5
"6796",3
"6797",2
"6798",6
"6799",4
"6800",1
"6801",3
"6802",3
"6803",3
"6804",2
"6805",6
"6806",4
"6807",6
"6808",4
"6809",6
"6810",1
"6811",5
"6812",2
"6813",1
"6814",3
"6815",5
"6816",6
"6817",2
"6818",3
"6819",6
"6820",3
"6821",1
"6822",4
"6823",5
"6824",6
"6825",5
"6826",3
"6827",3
"6828",2
"6829",6
"6830",1
"6831",5
"6832",6
"6833",6
"6834",4
"6835",1
"6836",4
"6837",6
"6838",4
"6839",5
"6840",5
"6841",3
"6842",3
"6843",3
"6844",5
"6845",4
"6846",4
"6847",2
"6848",5
"6849",2
"6850",2
"6851",4
"6852",1
"6853",6
"6854",5
"6855",2
"6856",1
"6857",1
"6858",4
"6859",3
"6860",2
"6861",5
"6862",3
"6863",2
"6864",3
"6865",1
"6866",3
"6867",5
"6868",6
"6869",2
"6870",1
"6871",4
"6872",6
"6873",2
"6874",1
"6875",5
"6876",1
"6877",1
"6878",1
"6879",5
"6880",5
"6881",2
"6882",5
"6883",3
"6884",3
"6885",4
"6886",5
"6887",4
"6888",1
"6889",4
"6890",6
"6891",6
"6892",4
"6893",2
"6894",5
"6895",5
"6896",3
"6897",1
"6898",4
"6899",1
"6900",5
"6901",6
"6902",1
"6903",5
"6904",2
"6905",6
"6906",5
"6907",4
"6908",4
"6909",5
"6910",1
"6911",1
"6912",5
"6913",1
"6914",4
"6915",5
"6916",5
"6917",4
"6918",3
"6919",4
"6920",2
"6921",4
"6922",4
"6923",3
"6924",6
"6925",4
"6926",1
"6927",5
"6928",4
"6929",2
"6930",2
"6931",6
"6932",5
"6933",3
"6934",1
"6935",3
"6936",3
"6937",2
"6938",3
"6939",3
"6940",2
"6941",6
"6942",5
"6943",2
"6944",5
"6945",6
"6946",1
"6947",2
"6948",5
"6949",1
"6950",6
"6951",5
"6952",6
"6953",4
"6954",4
"6955",6
"6956",2
"6957",4
"6958",6
"6959",6
"6960",4
"6961",2
"6962",1
"6963",6
"6964",3
"6965",6
"6966",4
"6967",5
"6968",3
"6969",4
"6970",6
"6971",5
"6972",4
"6973",4
"6974",3
"6975",6
"6976",6
"6977",6
"6978",3
"6979",5
"6980",2
"6981",1
"6982",4
"6983",5
"6984",6
"6985",5
"6986",1
"6987",1
"6988",4
"6989",5
"6990",1
"6991",3
"6992",2
"6993",1
"6994",6
"6995",5
"6996",3
"6997",6
"6998",3
"6999",1
"7000",6
"7001",2
"7002",1
"7003",2
"7004",4
"7005",1
"7006",2
"7007",1
"7008",5
"7009",5
"7010",4
"7011",6
"7012",5
"7013",3
"7014",3
"7015",6
"7016",6
"7017",1
"7018",6
"7019",4
"7020",3
"7021",3
"7022",4
"7023",4
"7024",4
"7025",1
"7026",6
"7027",6
"7028",4
"7029",1
"7030",2
"7031",3
"7032",5
"7033",3
"7034",5
"7035",6
"7036",2
"7037",3
"7038",1
"7039",3
"7040",5
"7041",4
"7042",2
"7043",1
"7044",5
"7045",5
"7046",6
"7047",6
"7048",2
"7049",2
"7050",4
"7051",5
"7052",1
"7053",1
"7054",6
"7055",3
"7056",5
"7057",6
"7058",3
"7059",3
"7060",4
"7061",6
"7062",6
"7063",5
"7064",3
"7065",3
"7066",1
"7067",5
"7068",2
"7069",1
"7070",4
"7071",6
"7072",1
"7073",1
"7074",4
"7075",1
"7076",1
"7077",3
"7078",3
"7079",2
"7080",3
"7081",5
"7082",5
"7083",5
"7084",6
"7085",1
"7086",2
"7087",6
"7088",6
"7089",6
"7090",1
"7091",1
"7092",4
"7093",2
"7094",5
"7095",1
"7096",1
"7097",6
"7098",4
"7099",6
"7100",6
"7101",5
"7102",2
"7103",6
"7104",4
"7105",4
"7106",2
"7107",5
"7108",2
"7109",5
"7110",4
"7111",1
"7112",5
"7113",3
"7114",5
"7115",1
"7116",5
"7117",4
"7118",5
"7119",6
"7120",5
"7121",6
"7122",1
"7123",1
"7124",5
"7125",1
"7126",1
"7127",3
"7128",2
"7129",2
"7130",2
"7131",2
"7132",5
"7133",4
"7134",5
"7135",2
"7136",4
"7137",1
"7138",3
"7139",2
"7140",5
"7141",3
"7142",2
"7143",3
"7144",4
"7145",5
"7146",4
"7147",2
"7148",2
"7149",3
"7150",3
"7151",1
"7152",5
"7153",2
"7154",4
"7155",1
"7156",1
"7157",5
"7158",6
"7159",6
"7160",5
"7161",5
"7162",5
